State,Toilet_Count,Accessible_Count,Accessible_Rate,TwentyFour_Count,TwentyFour_Rate,BabyChange_Count,BabyChange_Rate,Parking_Count,Parking_Rate,Shower_Count,Shower_Rate,DumpPoint_Count,DumpPoint_Rate,Roadtrip_Readiness_Score,State_Full,Total_Domestic_Trips,Visitor_Nights,Regional_Expenditure,Trips_Per_Toilet,Visitor_Nights_Per_Toilet,Priority_Category
ACT,330,174,0.5272727272727272,58,0.17575757575757575,43,0.1303030303030303,146,0.4424242424242424,5,0.01515151515151515,1,0.00303030303030303,0.3116666666666667,Australian Capital Territory,1112.451,1611.436,665.246,3.3710636363636364,4.883139393939394,Improve night access
NSW,7842,4843,0.6175720479469523,2780,0.354501402703392,1812,0.23106350420811017,5661,0.7218821729150727,716,0.0913032389696506,336,0.04284621270084162,0.4620632491711298,New South Wales,32119.611,31126.402,12253.236,4.095844299923489,3.969191787809232,Improve night access
NT,324,160,0.49382716049382713,142,0.4382716049382716,51,0.1574074074074074,223,0.6882716049382716,40,0.12345679012345678,21,0.06481481481481481,0.4313271604938272,Northern Territory,489.859,841.555,450.142,1.5119104938271604,2.597391975308642,Improve night access
QLD,4688,2826,0.6028156996587031,2386,0.5089590443686007,817,0.17427474402730375,2849,0.6077218430034129,379,0.08084470989761092,320,0.06825938566552901,0.46385452218430034,Queensland,20717.541,23303.229,9444.113,4.41927069112628,4.9708252986348125,Improve family support
SA,2139,1286,0.6012155212716223,988,0.4618980832164563,444,0.20757363253856945,1405,0.65684899485741,129,0.06030855539971949,199,0.09303412809724172,0.4643758765778402,South Australia,6251.131,6426.621,2536.355,2.9224548854604957,3.004497896213184,Improve night access
TAS,988,524,0.5303643724696356,608,0.6153846153846154,196,0.19838056680161945,540,0.5465587044534413,50,0.05060728744939271,80,0.08097165991902834,0.4570850202429151,Tasmania,1956.938,2613.117,994.436,1.9807064777327936,2.6448552631578948,Improve accessibility
VIC,6008,3427,0.5704061251664447,2992,0.4980026631158455,1387,0.2308588548601864,3954,0.6581225033288948,324,0.05392809587217044,181,0.03012649800266311,0.4672686418109187,Victoria,29613.431,21450.006,9517.955,4.92899983355526,3.5702406790945407,Improve traveller facilities
WA,2870,1706,0.5944250871080139,1369,0.4770034843205575,529,0.1843205574912892,1910,0.6655052264808362,358,0.12473867595818816,236,0.08222996515679443,0.470801393728223,Western Australia,10036.442,8805.121,4131.641,3.4970181184668987,3.0679864111498256,Maintain strong network
NA,2,1,0.5,1,0.5,0,0,0,0,0,0,0,0,0.275,NA,NA,NA,NA,NA,NA,Improve accessibility
